grouping,group,metric,n,mean,ci_low,ci_high
participant_id,datasets_attention_session_20260616_233539,finalAttentionScore,41,69.54398932112021,67.89753609604446,71.19044254619595
participant_id,datasets_attention_session_20260616_233539,blinkScore,41,85.98480238136409,85.18589527307735,86.78370948965083
participant_id,datasets_attention_session_20260616_233539,headScore,41,95.50927884422596,94.69705191071884,96.32150577773308
participant_id,datasets_attention_session_20260616_233539,gazeScore,41,3.7025379462978205,3.421327517085431,3.98374837551021
participant_id,datasets_attention_session_20260616_233539,fatigueScore,41,10.926530370018632,10.100367800282887,11.752692939754377
participant_id,datasets_attention_session_20260616_233539,bpm,41,13.951219512195122,12.338753586333153,15.56368543805709
participant_id,datasets_attention_session_20260616_233539,fusionConfidence,41,69.94493966782926,68.69848492039372,71.1913944152648
