sessionDuration,averageAttentionScore,minimumAttentionScore,maximumAttentionScore,averageBlinkScore,averageHeadScore,averageGazeScore,averageFatigueScore,highAttentionPercentage,mediumAttentionPercentage,lowAttentionPercentage,averageBPM,source_file,dataset_id,participant_id,matched_sample_source_file
206,69.54398932112021,63.31896244185696,78.88438666595184,85.98480238136408,95.50927884422595,3.7025379462978205,10.926530370018634,34.146341463414636,65.85365853658537,0,13.951219512195122,C:\Users\santh\Downloads\blink-detection-main\datasets\attention_session_20260616_233542.json,attention_session_20260616_233539,datasets_attention_session_20260616_233539,C:\Users\santh\Downloads\blink-detection-main\datasets\attention_session_20260616_233539.csv
