exportedAt,sessionStartedAt,sessionStoppedAt,sampleIntervalSeconds,sampleCount,schemaVersion,fields,source_file,dataset_id,participant_id,matched_sample_source_file
2026-06-16T18:05:42.123Z,2026-06-16T18:02:09.255Z,2026-06-16T18:05:35.580Z,5,41,1,"['timestamp', 'attentionScore', 'attentionState', 'blinkScore', 'blinkConfidence', 'fatigueScore', 'fatigueConfidence', 'attentionDriftScore', 'attentionDriftTrend', 'bpm', 'ibiMean', 'ibiStd', 'blinkVariability', 'headScore', 'headConfidence', 'pitch', 'yaw', 'roll', 'headDirection', 'gazeScore', 'gazeConfidence', 'gazeDirection', 'finalAttentionScore', 'fusionConfidence']",C:\Users\santh\Downloads\blink-detection-main\datasets\attention_session_20260616_233542.json,attention_session_20260616_233539,datasets_attention_session_20260616_233539,C:\Users\santh\Downloads\blink-detection-main\datasets\attention_session_20260616_233539.csv
