gazeDirection,attentionScore_count,attentionScore_mean,attentionScore_std,blinkScore_count,blinkScore_mean,blinkScore_std,blinkConfidence_count,blinkConfidence_mean,blinkConfidence_std,fatigueScore_count,fatigueScore_mean,fatigueScore_std,fatigueConfidence_count,fatigueConfidence_mean,fatigueConfidence_std,attentionDriftScore_count,attentionDriftScore_mean,attentionDriftScore_std,bpm_count,bpm_mean,bpm_std,ibiMean_count,ibiMean_mean,ibiMean_std,ibiStd_count,ibiStd_mean,ibiStd_std,blinkVariability_count,blinkVariability_mean,blinkVariability_std,headScore_count,headScore_mean,headScore_std,headConfidence_count,headConfidence_mean,headConfidence_std,pitch_count,pitch_mean,pitch_std,yaw_count,yaw_mean,yaw_std,roll_count,roll_mean,roll_std,gazeScore_count,gazeScore_mean,gazeScore_std,gazeConfidence_count,gazeConfidence_mean,gazeConfidence_std,finalAttentionScore_count,finalAttentionScore_mean,finalAttentionScore_std,fusionConfidence_count,fusionConfidence_mean,fusionConfidence_std
Rejected,12,75.01012324581322,4.039016879751797,12,86.66875096007205,1.9249420304760998,12,93.70462962962965,2.940103368749143,12,10.051359050834394,2.1087288630589502,12,1.0,0.0,12,89.94864094916561,2.1087288630589476,12,14.916666666666666,4.561864318522205,12,5073.136119251479,380.9110550995604,12,14844.87990237993,1828.2734850702004,12,2.9182660807903473,0.16516432083252486,12,94.40299428351686,2.3305432024358197,12,70.0,0.0,12,1.748218365138045,3.5706201056920555,12,-11.531181892793072,27.81308421461981,12,-3.103663560339515,7.781636469693127,12,3.953280020119237,0.68953191324026,12,33.82847456559822,9.611337461350171,12,75.01012324581322,4.039016879751797,12,65.84436806507595,3.6445927074180906
Up,29,67.28214080055758,3.789158226341144,29,85.70178917638148,2.722648327059718,29,93.97547892720306,3.5010471843744835,29,11.288670226232798,2.752459839270797,29,1.0,0.0,29,88.7113297737672,2.75245983927079,29,13.551724137931034,5.342459351383243,29,5136.227839937629,626.3167932063621,29,14471.848320162371,2305.5981117015,29,2.8145068111260882,0.22257101547877048,29,95.96705176589872,2.5659949460245377,29,70.0,0.0,29,-0.18839103403629429,2.2007257487751217,29,-0.1856688132911887,1.476472796931156,29,-0.3882097959347044,1.9741425469132947,29,3.5987826054062,0.9534374527171726,29,50.949704824530244,6.9485262019230465,29,67.28214080055758,3.789158226341144,29,71.64172791724442,2.621321213968129
